"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"65","Femmine","4","3","3","8","3","4","3","1","3","5","6","9","1","1","5","4","2","3"
"65","Totale","13","3","8","18","5","9","5","5","8","6","6","11","6","1","8","5","6","8"
"66","Maschi","1","9","0","4","10","2","5","2","5","5","1","0","2","5","0","2","1","4"
"66","Femmine","1","4","5","3","8","3","5","3","1","3","5","6","9","1","1","5","4","2"
"66","Totale","2","13","5","7","18","5","10","5","6","8","6","6","11","6","1","7","5","6"
"67","Maschi","3","1","8","0","4","10","2","5","2","5","5","1","0","2","5","0","2","1"
"67","Femmine","4","2","3","5","3","8","3","5","3","1","3","5","6","10","1","1","5","4"
"67","Totale","7","3","11","5","7","18","5","10","5","6","8","6","6","12","6","1","7","5"
"68","Maschi","2","3","1","8","0","4","11","2","4","2","5","4","1","0","2","6","0","2"
"68","Femmine","4","4","2","2","5","3","8","3","6","3","1","3","5","6","10","1","1","5"
"68","Totale","6","7","3","10","5","7","19","5","10","5","6","7","6","6","12","7","1","7"
"69","Maschi","2","3","2","0","8","0","4","10","3","4","2","5","4","1","0","2","6","0"
"69","Femmine","6","4","4","2","2","5","4","8","3","6","3","0","3","5","6","10","1","1"
"69","Totale","8","7","6","2","10","5","8","18","6","10","5","5","7","6","6","12","7","1"
"70","Maschi","4","2","3","3","0","8","0","5","10","3","4","2","5","4","1","0","2","6"
"70","Femmine","2","6","4","4","1","2","5","4","8","3","6","3","0","3","5","5","10","1"
"70","Totale","6","8","7","7","1","10","5","9","18","6","10","5","5","7","6","5","12","7"
"71","Maschi","5","4","2","3","3","0","10","0","5","10","3","4","2","6","4","1","0","2"
"71","Femmine","4","2","5","5","4","1","2","5","4","8","3","6","3","0","3","5","5","10"
"71","Totale","9","6","7","8","7","1","12","5","9","18","6","10","5","6","7","6","5","12"
"72","Maschi","4","5","3","2","2","3","0","10","1","4","10","3","5","2","6","4","1","0"
"72","Femmine","3","4","2","5","5","4","1","2","5","4","7","2","6","3","0","4","5","5"
"72","Totale","7","9","5","7","7","7","1","12","6","8","17","5","11","5","6","8","6","5"
"73","Maschi","0","4","6","3","1","2","3","0","10","1","3","10","3","4","2","5","4","1"
"73","Femmine","3","3","4","1","5","5","4","1","2","5","4","7","2","6","2","0","4","5"
"73","Totale","3","7","10","4","6","7","7","1","12","6","7","17","5","10","4","5","8","6"
"74","Maschi","1","0","4","6","3","1","2","3","0","9","1","3","10","3","4","3","5","4"
"74","Femmine","4","3","3","4","1","5","5","4","1","2","6","4","7","1","6","2","0","5"
