"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"87","Maschi","5","3","1","2","2","3","1","1","5","5","7","1","3","5","6","5","6","7"
"87","Femmine","11","10","5","3","5","5","7","4","12","13","9","15","9","13","16","10","9","16"
"87","Totale","16","13","6","5","7","8","8","5","17","18","16","16","12","18","22","15","15","23"
"88","Maschi","1","5","3","1","2","1","1","1","0","5","4","6","1","2","4","6","5","5"
"88","Femmine","9","9","6","5","2","4","5","6","3","10","11","9","12","8","12","15","10","7"
"88","Totale","10","14","9","6","4","5","6","7","3","15","15","15","13","10","16","21","15","12"
"89","Maschi","2","2","1","1","1","1","1","1","1","1","3","3","4","1","0","4","4","5"
"89","Femmine","3","7","8","4","4","2","4","5","4","4","10","10","9","11","7","11","16","10"
"89","Totale","5","9","9","5","5","3","5","6","5","5","13","13","13","12","7","15","20","15"
"90","Maschi","1","2","2","1","0","1","1","0","0","1","1","2","3","2","1","0","4","3"
"90","Femmine","6","1","6","7","3","1","1","3","4","5","4","8","8","9","10","6","5","13"
"90","Totale","7","3","8","8","3","2","2","3","4","6","5","10","11","11","11","6","9","16"
"91","Maschi","2","1","2","0","1","0","1","1","0","0","1","1","1","2","2","2","0","3"
"91","Femmine","2","5","1","6","4","3","1","1","3","4","3","4","8","9","7","10","6","2"
"91","Totale","4","6","3","6","5","3","2","2","3","4","4","5","9","11","9","12","6","5"
"92","Maschi","0","2","1","0","0","1","0","1","1","0","0","1","1","1","2","2","1","0"
"92","Femmine","3","1","4","1","3","3","2","1","1","2","1","0","1","8","7","5","6","3"
"92","Totale","3","3","5","1","3","4","2","2","2","2","1","1","2","9","9","7","7","3"
"93","Maschi","1","0","1","0","0","0","1","0","0","0","0","0","1","1","1","2","1","0"
"93","Femmine","3","3","1","3","1","0","2","2","1","1","2","0","0","1","5","5","5","6"
"93","Totale","4","3","2","3","1","0","3","2","1","1","2","0","1","2","6","7","6","6"
"94","Maschi","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","2","1"
"94","Femmine","1","2","2","0","0","1","0","2","1","1","1","2","0","0","1","4","3","4"
"94","Totale","1","2","2","0","0","1","0","3","1","1","1","2","0","1","1","5","5","5"
"95","Maschi","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"95","Femmine","2","1","2","0","0","0","1","0","1","1","1","1","2","0","0","1","4","2"
"95","Totale","3","1","2","0","0","0","1","0","1","1","1","1","2","0","0","1","5","3"
"96","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"96","Femmine","0","2","0","0","0","0","0","1","0","1","1","1","1","1","0","0","1","2"
"96","Totale","0","2","0","0","0","0","0","1","0","1","1","1","1","1","0","0","1","3"
"97","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","Femmine","0","0","2","0","0","0","0","1","0","0","1","1","1","1","0","0","0","1"
"97","Totale","0","0","2","0","0","0","0","1","0","0","1","1","1","1","0","0","0","1"
"98","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","Femmine","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"98","Totale","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0"
"99","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","Femmine","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0"
"99","Totale","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0"
"100 e oltre","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100 e oltre","Femmine","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0"
"100 e oltre","Totale","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0"
"Totale","Maschi","2673","2702","2801","2860","2932","2994","3041","3095","3145","3196","3256","3271","3264","3281","3304","3312","3259","3248"
