"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"53","Maschi","10","3","4","6","4","4","4","2","8","15","5","4","11","15","9","5","11","16"
"53","Femmine","7","6","4","7","5","6","5","4","4","5","8","8","11","8","7","12","5","10"
"53","Totale","17","9","8","13","9","10","9","6","12","20","13","12","22","23","16","17","16","26"
"54","Maschi","9","10","4","4","6","4","5","3","2","8","15","6","3","13","16","9","5","10"
"54","Femmine","8","7","6","4","8","5","6","5","4","4","5","8","8","11","9","7","12","4"
"54","Totale","17","17","10","8","14","9","11","8","6","12","20","14","11","24","25","16","17","14"
"55","Maschi","11","10","10","4","4","6","3","5","3","2","9","15","7","4","11","16","10","5"
"55","Femmine","10","8","7","6","4","7","4","6","6","3","4","4","7","8","11","8","7","12"
"55","Totale","21","18","17","10","8","13","7","11","9","5","13","19","14","12","22","24","17","17"
"56","Maschi","3","11","10","10","4","4","6","3","5","3","2","8","15","7","4","11","16","10"
"56","Femmine","5","10","8","6","7","4","7","4","7","6","3","4","3","7","8","11","8","7"
"56","Totale","8","21","18","16","11","8","13","7","12","9","5","12","18","14","12","22","24","17"
"57","Maschi","2","3","11","9","10","4","4","6","3","5","3","2","7","15","7","4","11","16"
"57","Femmine","7","5","9","6","6","7","4","7","4","8","6","3","4","3","7","8","11","9"
"57","Totale","9","8","20","15","16","11","8","13","7","13","9","5","11","18","14","12","22","25"
"58","Maschi","5","2","5","10","10","10","4","4","6","3","5","3","2","7","15","7","4","11"
"58","Femmine","6","7","5","9","6","6","7","4","6","4","8","6","3","4","4","7","8","11"
"58","Totale","11","9","10","19","16","16","11","8","12","7","13","9","5","11","19","14","12","22"
"59","Maschi","8","5","2","4","10","10","10","4","5","6","3","5","3","2","7","13","6","4"
"59","Femmine","9","7","7","4","10","6","7","9","5","7","4","8","6","3","4","4","6","8"
"59","Totale","17","12","9","8","20","16","17","13","10","13","7","13","9","5","11","17","12","12"
"60","Maschi","6","7","5","2","4","10","10","10","4","6","6","2","5","3","2","6","13","6"
"60","Femmine","6","9","7","7","5","9","6","7","9","5","6","4","8","6","3","4","4","6"
"60","Totale","12","16","12","9","9","19","16","17","13","11","12","6","13","9","5","10","17","12"
"61","Maschi","9","5","6","5","2","4","10","9","9","4","5","6","2","5","3","2","6","14"
"61","Femmine","4","6","9","7","6","5","9","6","8","9","5","5","4","8","5","3","4","4"
"61","Totale","13","11","15","12","8","9","19","15","17","13","10","11","6","13","8","5","10","18"
"62","Maschi","6","7","5","5","5","2","4","10","9","9","4","5","6","2","5","3","2","6"
"62","Femmine","7","4","6","9","7","6","5","9","6","8","9","5","5","3","8","4","3","4"
"62","Totale","13","11","11","14","12","8","9","19","15","17","13","10","11","5","13","7","5","10"
"63","Maschi","8","6","7","6","5","5","2","3","10","9","9","4","5","6","2","5","3","2"
"63","Femmine","6","7","4","6","9","7","6","4","9","6","9","9","5","7","3","7","4","3"
"63","Totale","14","13","11","12","14","12","8","7","19","15","18","13","10","13","5","12","7","5"
"64","Maschi","11","9","6","6","6","5","5","2","3","9","10","9","5","5","6","2","5","3"
"64","Femmine","8","6","7","4","6","9","7","5","5","9","7","8","7","5","6","3","8","4"
"64","Totale","19","15","13","10","12","14","12","7","8","18","17","17","12","10","12","5","13","7"
"65","Maschi","1","10","9","6","8","6","5","4","2","3","9","9","8","5","6","6","2","5"
"65","Femmine","9","8","6","7","4","6","9","6","5","5","9","7","7","7","5","6","3","7"
"65","Totale","10","18","15","13","12","12","14","10","7","8","18","16","15","12","11","12","5","12"
"66","Maschi","4","1","10","9","7","6","6","6","4","2","3","8","8","8","5","6","6","2"
"66","Femmine","12","9","7","6","7","4","6","9","6","5","5","9","7","7","7","4","6","3"
"66","Totale","16","10","17","15","14","10","12","15","10","7","8","17","15","15","12","10","12","5"
"67","Maschi","5","5","2","9","9","7","6","6","7","5","3","3","7","8","7","5","6","6"
"67","Femmine","7","13","8","7","6","7","4","7","10","7","5","5","9","7","7","7","4","6"
"67","Totale","12","18","10","16","15","14","10","13","17","12","8","8","16","15","14","12","10","12"
"68","Maschi","7","5","5","2","9","8","7","6","7","7","5","2","3","7","7","7","5","6"
"68","Femmine","9","7","12","8","7","6","7","4","7","10","6","4","5","8","8","7","7","4"
"68","Totale","16","12","17","10","16","14","14","10","14","17","11","6","8","15","15","14","12","10"
"69","Maschi","7","7","5","5","2","9","7","7","4","6","7","5","2","3","7","6","7","5"
"69","Femmine","7","9","7","12","8","7","6","7","5","7","9","6","4","5","8","7","5","7"
"69","Totale","14","16","12","17","10","16","13","14","9","13","16","11","6","8","15","13","12","12"
"70","Maschi","9","7","7","4","5","2","9","6","7","4","6","7","5","2","3","7","6","6"
"70","Femmine","8","7","9","7","12","8","7","6","7","4","7","9","6","4","5","7","7","5"
"70","Totale","17","14","16","11","17","10","16","12","14","8","13","16","11","6","8","14","13","11"
"71","Maschi","1","9","7","6","4","6","1","8","6","6","3","6","6","4","2","3","7","6"
"71","Femmine","7","8","7","8","7","12","7","7","4","7","4","7","8","6","4","5","7","8"
"71","Totale","8","17","14","14","11","18","8","15","10","13","7","13","14","10","6","8","14","14"
"72","Maschi","5","1","10","7","6","4","5","1","8","6","6","3","6","5","4","2","3","7"
"72","Femmine","5","7","7","7","7","7","10","6","7","4","7","4","7","8","6","4","5","7"
"72","Totale","10","8","17","14","13","11","15","7","15","10","13","7","13","13","10","6","8","14"
"73","Maschi","4","5","1","10","8","5","4","5","1","7","6","6","3","6","4","4","2","3"
"73","Femmine","3","5","7","7","7","7","7","11","6","7","4","7","4","7","8","6","4","5"
"73","Totale","7","10","8","17","15","12","11","16","7","14","10","13","7","13","12","10","6","8"
"74","Maschi","8","4","5","1","10","8","4","4","5","1","7","6","5","3","6","4","3","2"
"74","Femmine","6","3","4","7","7","7","7","6","10","7","7","4","7","4","7","7","6","4"
"74","Totale","14","7","9","8","17","15","11","10","15","8","14","10","12","7","13","11","9","6"
"75","Maschi","4","8","4","5","1","10","8","4","1","5","1","7","5","5","3","6","2","3"
"75","Femmine","6","6","3","4","7","7","7","6","5","10","7","7","3","7","4","7","6","6"
"75","Totale","10","14","7","9","8","17","15","10","6","15","8","14","8","12","7","13","8","9"
"76","Maschi","3","4","8","4","4","1","9","8","4","1","5","1","7","5","5","3","5","2"
"76","Femmine","7","6","6","3","4","6","7","7","6","5","10","6","7","3","7","4","7","5"
"76","Totale","10","10","14","7","8","7","16","15","10","6","15","7","14","8","12","7","12","7"
"77","Maschi","2","2","4","8","4","4","1","8","8","4","1","5","1","6","4","6","3","4"
"77","Femmine","4","6","5","6","3","4","6","7","8","5","5","10","6","7","3","7","4","7"
"77","Totale","6","8","9","14","7","8","7","15","16","9","6","15","7","13","7","13","7","11"
"78","Maschi","3","2","1","4","7","2","4","1","7","8","4","1","4","1","6","4","6","3"
"78","Femmine","4","4","5","5","6","3","4","6","7","8","5","5","10","6","7","3","7","3"
"78","Totale","7","6","6","9","13","5","8","7","14","16","9","6","14","7","13","7","13","6"
"79","Maschi","3","3","2","1","4","6","2","3","1","7","8","3","0","4","1","5","4","6"
"79","Femmine","3","4","4","5","5","5","3","4","6","7","8","5","6","10","6","7","3","7"
"79","Totale","6","7","6","6","9","11","5","7","7","14","16","8","6","14","7","12","7","13"
"80","Maschi","4","2","3","2","1","4","6","2","3","1","7","7","3","0","4","1","4","4"
"80","Femmine","5","3","4","4","5","5","6","3","4","5","7","8","4","5","10","6","7","3"
"80","Totale","9","5","7","6","6","9","12","5","7","6","14","15","7","5","14","7","11","7"
"81","Maschi","2","4","2","1","2","1","4","5","3","3","1","7","7","3","0","4","0","4"
"81","Femmine","7","3","3","4","4","5","5","5","3","4","5","5","8","3","5","9","5","7"
"81","Totale","9","7","5","5","6","6","9","10","6","7","6","12","15","6","5","13","5","11"
"82","Maschi","1","1","3","1","1","2","1","4","5","3","3","1","7","7","3","0","4","0"
"82","Femmine","3","6","3","3","4","4","4","5","4","3","3","5","5","8","3","5","8","5"
"82","Totale","4","7","6","4","5","6","5","9","9","6","6","6","12","15","6","5","12","5"
"83","Maschi","0","1","1","3","1","1","1","1","4","4","3","3","1","6","6","3","0","3"
"83","Femmine","3","2","5","2","3","4","3","3","5","4","3","3","4","5","8","3","5","8"
"83","Totale","3","3","6","5","4","5","4","4","9","8","6","6","5","11","14","6","5","11"
"84","Maschi","1","0","1","1","3","1","1","2","1","4","3","1","3","1","5","6","1","1"
"84","Femmine","2","3","2","3","2","3","3","3","3","3","4","3","2","4","5","6","3","6"
"84","Totale","3","3","3","4","5","4","4","5","4","7","7","4","5","5","10","12","4","7"
"85","Maschi","2","1","0","1","1","3","2","1","1","1","4","3","1","3","1","4","6","1"
"85","Femmine","1","2","3","2","2","2","3","3","3","2","3","4","3","2","4","4","4","3"
