"Year","Month","mean_temperature","mean_precipitation_sum","mean_precipitation_hours","mean_windspeed_10m_max","mean_radiation_sum","count_highwind","Station"
2018,9,20.1566666666667,1.92333333333333,3.6,10.3033333333333,15.5513333333333,2.3,5749
2018,10,15.5451612903226,6.74516129032258,5.64516129032258,15.9032258064516,9.49,2.96774193548387,5749
2019,5,14.058064516129,4.33225806451613,6.64516129032258,14.7193548387097,17.7096774193548,2.90322580645161,5749
2019,6,22.6833333333333,5.69333333333333,3.56666666666667,12.8866666666667,24.0713333333333,2.63333333333333,5749
2019,7,24.941935483871,3.27741935483871,2.58064516129032,13.3806451612903,22.5870967741935,2.70967741935484,5749
2019,8,23.4290322580645,4.61935483870968,4.61290322580645,13.2935483870968,18.52,2.74193548387097,5749
2019,9,19.0166666666667,3.57666666666667,3.23333333333333,12.19,14.6836666666667,2.6,5749
2019,10,14.9838709677419,6.19677419354839,6.41935483870968,13.7354838709677,8.77838709677419,2.67741935483871,5749
2020,5,17.4548387096774,3.91612903225806,5.19354838709677,15.5677419354839,20.7725806451613,3.03225806451613,5749
2020,6,19.8233333333333,6.81666666666667,5.63333333333333,12.6433333333333,21.9486666666667,2.63333333333333,5749
2020,7,23.5967741935484,2.09677419354839,2.48387096774194,12.8548387096774,23.2870967741936,2.70967741935484,5749
2020,8,23.8032258064516,7.77096774193548,4.16129032258065,12.8483870967742,19.2674193548387,2.70967741935484,5749
2020,9,19.07,4.48666666666667,4.56666666666667,11.8733333333333,15.017,2.56666666666667,5749
2020,10,12.4290322580645,6.31290322580645,6,12.8064516129032,8.33516129032258,2.54838709677419,5749
2021,5,15.0935483870968,3.38387096774194,5.45161290322581,16.1354838709677,19.2654838709677,3.16129032258065,5749
2021,6,23.2066666666667,0.753333333333333,1.9,14.54,23.7093333333333,2.96666666666667,5749
2021,7,22.5709677419355,9.97741935483871,5.25806451612903,13.9516129032258,21.1638709677419,2.90322580645161,5749
2021,8,22.1354838709677,3.08387096774194,3.54838709677419,12.1806451612903,19.7087096774194,2.58064516129032,5749
2021,9,19.8733333333333,4.14,3.96666666666667,10.9833333333333,14.3196666666667,2.4,5749
2021,10,12.4064516129032,2.54516129032258,2.90322580645161,11.541935483871,9.6241935483871,2.48387096774194,5749
2022,5,19.341935483871,3.10322580645161,3.87096774193548,14.7806451612903,21.1938709677419,2.96774193548387,5749
2022,6,24.12,3.24,2.8,15.8866666666667,23.7133333333333,3.1,5749
2022,7,27.6258064516129,1.41290322580645,1.38709677419355,16.7645161290323,24.2222580645161,3.16129032258065,5749
2022,8,25.0967741935484,2.29677419354839,2.09677419354839,14.158064516129,20.5541935483871,2.83870967741935,5749
2022,9,18.9266666666667,4.14666666666667,3.73333333333333,13.7966666666667,14.6396666666667,2.83333333333333,5749
2022,10,16.3258064516129,4.48064516129032,3.41935483870968,10.2064516129032,9.60064516129032,2.38709677419355,5749
